name_eng,date_of_birth,url
Hyuk Kang,1974-08-25,https://www.baseball-reference.com/register/player.fcgi?id=gang--000hye
Tae Gyun Kim,1971-08-19,https://www.baseball-reference.com/register/player.fcgi?id=kim---004tae
Deok-jun Kwon,1987-01-20,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000deo
Mike Romano,1972-03-03,https://www.baseball-reference.com/register/player.fcgi?id=romano002mic
Gyo-Seong Chang,1977-10-27,https://www.baseball-reference.com/register/player.fcgi?id=jang--000gyo
In-Gyu Chang,1978-10-31,https://www.baseball-reference.com/register/player.fcgi?id=jang--000in-
In Kwon Kang,1972-06-26,https://www.baseball-reference.com/register/player.fcgi?id=gang--000in-
Ju-Ho Kim,1984-04-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---003ju-
Dae-Hyeon Lee,1982-06-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---002dae
Ho-Seong Lee,1986-08-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---002ho-
Seung-Jun Lee,1976-07-03,https://www.baseball-reference.com/register/player.fcgi?id=lee---009seu
Seung-Yeop Lee,1982-11-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---011seu
Hyi-Seong Moon,1973-02-22,https://www.baseball-reference.com/register/player.fcgi?id=mun---000hyi
Soo Song,1984-03-04,https://www.baseball-reference.com/register/player.fcgi?id=song--000su-
Seung-Gyun Yoon,1983-01-07,https://www.baseball-reference.com/register/player.fcgi?id=yun---000seu
Myeong-Ju Cha,1973-09-22,https://www.baseball-reference.com/register/player.fcgi?id=cha---000mye
Lou Collier,1973-08-21,https://www.baseball-reference.com/register/player.fcgi?id=collie001lou
Jay Davis,1970-10-03,https://www.baseball-reference.com/register/player.fcgi?id=davis-008ger
Yeon Kyu Ji,1969-08-15,https://www.baseball-reference.com/register/player.fcgi?id=ji----000yeo
Jae-Cheong Lim,1984-02-21,https://www.baseball-reference.com/register/player.fcgi?id=lim---001jae
Soo-Min Lim,1973-05-31,https://www.baseball-reference.com/register/player.fcgi?id=im----000su-
Bong-Ok Oh,1968-07-08,https://www.baseball-reference.com/register/player.fcgi?id=oh----000bon
Jeong-Geun Park,1982-04-23,https://www.baseball-reference.com/register/player.fcgi?id=park--000jeo
Seung-Gwon Kim,1976-05-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---001seu
Seon-Dong Lim,1973-08-04,https://www.baseball-reference.com/register/player.fcgi?id=lim---000sun
Mike Cervenak,1976-08-17,https://www.baseball-reference.com/register/player.fcgi?id=cerven001mic
Seth Greisinger,1975-07-29,https://www.baseball-reference.com/register/player.fcgi?id=greisi001set
Min-cheol Kim,1982-03-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---004min
Scott Seabol,1975-05-17,https://www.baseball-reference.com/register/player.fcgi?id=seabol001sco
Dong Ju Shin,1972-12-14,https://www.baseball-reference.com/register/player.fcgi?id=shin--000don
Ryan Baerlocher,1977-08-06,https://www.baseball-reference.com/register/player.fcgi?id=baerlo001rya
Buddy Carlyle,1977-12-21,https://www.baseball-reference.com/register/player.fcgi?id=carlyl001ear
Pil Jung Jin,1972-10-13,https://www.baseball-reference.com/register/player.fcgi?id=jin---000pil
Sang Soo Kang,1971-06-22,https://www.baseball-reference.com/register/player.fcgi?id=gang--000san
Ga-ram Park,1986-11-07,https://www.baseball-reference.com/register/player.fcgi?id=park--000ga-
Man-Chae Park,1978-08-02,https://www.baseball-reference.com/register/player.fcgi?id=park--000man
Yong Bin Seo,1971-01-02,https://www.baseball-reference.com/register/player.fcgi?id=seo---000yon
Amaury Telemaco,1974-01-19,https://www.baseball-reference.com/register/player.fcgi?id=telema001ama
Seung-Hyeon Yo,1982-06-11,https://www.baseball-reference.com/register/player.fcgi?id=yeo---000seu
Dong-Geon Yoon,1987-03-04,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000don
Gyeong-sik Chu,1983-11-19,https://www.baseball-reference.com/register/player.fcgi?id=chu---000gye
John Gall,1978-04-02,https://www.baseball-reference.com/register/player.fcgi?id=gall--001joh
Jun-Yeong Hwang,1982-03-11,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000jun
Su-hwa Kim,1986-01-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---000su-
Brian Myrow,1976-09-04,https://www.baseball-reference.com/register/player.fcgi?id=myrow-001bri
Jang-jin No,1974-08-10,https://www.baseball-reference.com/register/player.fcgi?id=no----000jan
Seung-Uk No,1974-03-10,https://www.baseball-reference.com/register/player.fcgi?id=no----000seu
Hyeong-jik Chae,1986-02-26,https://www.baseball-reference.com/register/player.fcgi?id=chae--000hye
Yu-Sam Kang,1981-07-25,https://www.baseball-reference.com/register/player.fcgi?id=gang--000yu-
Yeong-Bok Kim,1985-02-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---001yeo
Chan Chang,1985-06-12,https://www.baseball-reference.com/register/player.fcgi?id=jang--000cha
Hyeong-Sik Cho,1982-07-09,https://www.baseball-reference.com/register/player.fcgi?id=cho---002hyu
Byeong-hyi Chung,1983-05-25,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000bye
Jong-Min Kim,1981-06-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---003jon
Seong-Hun Kim,1987-05-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---013seo
Tae-hwan Kim,1985-03-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---007tae
Calvin Pickering,1976-09-29,https://www.baseball-reference.com/register/player.fcgi?id=picker001cal
Jimmy Serrano,1976-05-09,https://www.baseball-reference.com/register/player.fcgi?id=serran001jam
Kazuhiko Shiotani,1974-05-27,https://www.baseball-reference.com/register/player.fcgi?id=shiota001kaz
Jae-Yeong Wi,1972-05-21,https://www.baseball-reference.com/register/player.fcgi?id=wi----000jae
Yun-Seong Hwang,1974-03-14,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000yun
Gwan-sik Kang,1981-04-12,https://www.baseball-reference.com/register/player.fcgi?id=kang--000gwa
Gyeong-Min Lee,1985-03-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---003gye
Seung-jae Pang,1981-05-10,https://www.baseball-reference.com/register/player.fcgi?id=pang--000seu
Chuck Smith,1969-10-21,https://www.baseball-reference.com/register/player.fcgi?id=smith-009cha
Tilson Brito,1972-05-28,https://www.baseball-reference.com/register/player.fcgi?id=brito-001til
Jong Hoon Chang,1968-04-10,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jon
Hyeon-soo Cho,1979-06-27,https://www.baseball-reference.com/register/player.fcgi?id=cho---003hye
Min-Jun Choi,1984-04-05,https://www.baseball-reference.com/register/player.fcgi?id=choi--000min
Ji-haeng Ko,1978-05-03,https://www.baseball-reference.com/register/player.fcgi?id=ko----000ji-
Yeong-Geun Kwon,1981-11-16,https://www.baseball-reference.com/register/player.fcgi?id=gwon--000yeo
Mark Smith,1970-05-07,https://www.baseball-reference.com/register/player.fcgi?id=smith-006mar
Seung-Hyeon Cho,1978-04-05,https://www.baseball-reference.com/register/player.fcgi?id=cho---000seu
Sang-Hyeon Lee,1981-04-05,https://www.baseball-reference.com/register/player.fcgi?id=lee---011san
Sang-u Lee,1981-08-13,https://www.baseball-reference.com/register/player.fcgi?id=lee---013san
Leang-keu Beul,1976-04-05,https://www.baseball-reference.com/register/player.fcgi?id=beul--000lea
Il-Hyeon Chang,1976-05-12,https://www.baseball-reference.com/register/player.fcgi?id=jang--000il-
Kyu Jae Cho,1967-10-07,https://www.baseball-reference.com/register/player.fcgi?id=cho---001gyu
Chang-Hun Choo,1981-12-17,https://www.baseball-reference.com/register/player.fcgi?id=ju----000cha
Hyeon-u Hong,1972-09-28,https://www.baseball-reference.com/register/player.fcgi?id=hong--000hye
Ju-Cheol Kim,1982-05-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---002ju-
Seong-ho Kim,1981-04-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---012seo
Gyeong-won Lee,1977-06-23,https://www.baseball-reference.com/register/player.fcgi?id=lee---007gye
Kang Chul Lee,1966-05-24,https://www.baseball-reference.com/register/player.fcgi?id=lee---001gan
Seong-Min Lim,1982-06-18,https://www.baseball-reference.com/register/player.fcgi?id=lim---001seo
Cheol-Min Oh,1973-05-28,https://www.baseball-reference.com/register/player.fcgi?id=o-----000che
Jeong-Hun Paek,1982-06-24,https://www.baseball-reference.com/register/player.fcgi?id=baek--000jeo
Dong-Min Pang,1977-01-20,https://www.baseball-reference.com/register/player.fcgi?id=bang--000don
Gwang-U Kim,1979-09-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kwa
Jang-Joon Kim,1982-05-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---002jan
Won-sik Lee,1972-06-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---005won
Rubén Mateo,1978-02-10,https://www.baseball-reference.com/register/player.fcgi?id=mateo-001rub
So-Gyeong So,1979-07-19,https://www.baseball-reference.com/register/player.fcgi?id=so----000so-
Ki-Hyeon Son,1981-03-03,https://www.baseball-reference.com/register/player.fcgi?id=son---000ki-
Sang-Jeong Son,1982-04-07,https://www.baseball-reference.com/register/player.fcgi?id=son---000san
Hyo-Sang Cho,1974-01-26,https://www.baseball-reference.com/register/player.fcgi?id=cho---000hyo
In-sin Cho,1980-08-14,https://www.baseball-reference.com/register/player.fcgi?id=cho---000in-
Hyuk-kwon Choi,1985-01-16,https://www.baseball-reference.com/register/player.fcgi?id=choi--002hyu
Ryan Jackson,1971-11-15,https://www.baseball-reference.com/register/player.fcgi?id=jackso001rya
Min-Seong Kwon,1981-05-31,https://www.baseball-reference.com/register/player.fcgi?id=gwon--000min
Gye-seong Lee,1977-02-08,https://www.baseball-reference.com/register/player.fcgi?id=lee---000gye
Seok-man Lee,1980-05-08,https://www.baseball-reference.com/register/player.fcgi?id=lee---000seo
Gyeong-Jin Park,1976-03-22,https://www.baseball-reference.com/register/player.fcgi?id=park--000kyo
Kit Pellow,1973-08-28,https://www.baseball-reference.com/register/player.fcgi?id=pellow001kit
Luther Hackman,1974-10-10,https://www.baseball-reference.com/register/player.fcgi?id=hackma001lut
Yeon-Cheol Ho,1980-08-07,https://www.baseball-reference.com/register/player.fcgi?id=heo---000yeo
Jin-wong Kim,1980-02-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---005jin
Hyeong-jin Ra,1977-02-05,https://www.baseball-reference.com/register/player.fcgi?id=ra----000hye
Martin Vargas,1977-02-22,https://www.baseball-reference.com/register/player.fcgi?id=vargas001mar
Micah Bowie,1974-11-10,https://www.baseball-reference.com/register/player.fcgi?id=bowie-001mic
Ron Chiavacci,1977-09-05,https://www.baseball-reference.com/register/player.fcgi?id=chiava001ron
Hyuk-gil Choi,1981-03-25,https://www.baseball-reference.com/register/player.fcgi?id=choi--004hyu
Ik-seong Chou,1972-02-11,https://www.baseball-reference.com/register/player.fcgi?id=chou--000ik-
Nelson Cruz,1972-09-13,https://www.baseball-reference.com/register/player.fcgi?id=cruz--001nel
Seong-Soo Hong,1982-02-05,https://www.baseball-reference.com/register/player.fcgi?id=hong--001seo
Sung Woo Kang,1970-01-05,https://www.baseball-reference.com/register/player.fcgi?id=kang--003seo
Ki Tai Kim,1969-05-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---012gi-
Israel Alcántara,1973-05-06,https://www.baseball-reference.com/register/player.fcgi?id=alcant001isr
Ma-tae Hong,1981-05-05,https://www.baseball-reference.com/register/player.fcgi?id=hong--000ma-
Mark Kiefer,1968-11-13,https://www.baseball-reference.com/register/player.fcgi?id=kiefer001mar
Mu-Hak Kim,1985-09-04,https://www.baseball-reference.com/register/player.fcgi?id=kim---006mu-
Soo-Hoon Kim,1980-07-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---005soo
Tae-Soo Kim,1982-09-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---022tae
Myung Chul Kwon,1969-10-28,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000mye
Seung-hun Paek,1980-05-16,https://www.baseball-reference.com/register/player.fcgi?id=paek--000seu
Hyuk Son,1973-08-01,https://www.baseball-reference.com/register/player.fcgi?id=son---000hye
Sang-mu Yun,1979-07-20,https://www.baseball-reference.com/register/player.fcgi?id=yun---001san
Mun-gi Cho,1981-04-12,https://www.baseball-reference.com/register/player.fcgi?id=cho---000mun
Yun-Chae Cho,1977-08-10,https://www.baseball-reference.com/register/player.fcgi?id=cho---000yoo
Eddy Díaz,1971-09-29,https://www.baseball-reference.com/register/player.fcgi?id=diaz--002edd
Yong Duk Han,1965-06-02,https://www.baseball-reference.com/register/player.fcgi?id=han---000yon
U-gu Hwang,1976-05-03,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000u-g
Jong-seok Kim,1971-02-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---004jon
Sang-cheon Ko,1978-06-10,https://www.baseball-reference.com/register/player.fcgi?id=ko----000san
Chang-hun Lee,1981-03-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---005cha
Sang-hyeon Lee,1976-12-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---010san
Song-yeong Lee,1979-01-17,https://www.baseball-reference.com/register/player.fcgi?id=lee---000son
Jin-guk Maeng,1984-08-28,https://www.baseball-reference.com/register/player.fcgi?id=maeng-000jin
Ángel Peña,1975-02-16,https://www.baseball-reference.com/register/player.fcgi?id=pena--001ang
Hye-jeong Yu,1982-06-20,https://www.baseball-reference.com/register/player.fcgi?id=yu----000hye
Yeong-Min Yu,1982-03-01,https://www.baseball-reference.com/register/player.fcgi?id=yu----003yeo
Mike Fyhrie,1969-12-09,https://www.baseball-reference.com/register/player.fcgi?id=fyhrie001mic
Dong-min Shin,1980-03-14,https://www.baseball-reference.com/register/player.fcgi?id=shin--001don
Yong-Ho Choi,1976-04-30,https://www.baseball-reference.com/register/player.fcgi?id=choi--000yon
Jun Ho,1970-05-29,https://www.baseball-reference.com/register/player.fcgi?id=ho----002jun
Ji Hoon Kim,1973-09-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---000ji-
Hyun Hee Kwak,1973-08-06,https://www.baseball-reference.com/register/player.fcgi?id=kwak--000hye
Jeong-sang Lee,1984-07-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---005jeo
Julio Mañón,1973-06-10,https://www.baseball-reference.com/register/player.fcgi?id=manon-001jul
Gang-Yoo Park,1980-07-19,https://www.baseball-reference.com/register/player.fcgi?id=park--000gan
Brian Cooper,1974-08-19,https://www.baseball-reference.com/register/player.fcgi?id=cooper001bri
Yong Ho,1982-02-03,https://www.baseball-reference.com/register/player.fcgi?id=ho----000yon
Edwin Hurtado,1970-02-01,https://www.baseball-reference.com/register/player.fcgi?id=hurtad002edw
Seung-nam Jun,1974-11-26,https://www.baseball-reference.com/register/player.fcgi?id=jun---000seu
Jae-hak Kim,1978-02-18,https://www.baseball-reference.com/register/player.fcgi?id=kim---006jae
Jin-yu Kim,1979-07-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---006jin
Al Martin,1967-11-24,https://www.baseball-reference.com/register/player.fcgi?id=martin001alb
Seung-jun O,1982-08-06,https://www.baseball-reference.com/register/player.fcgi?id=o-----000seu
Ji Hyun Ryu,1971-05-25,https://www.baseball-reference.com/register/player.fcgi?id=yu----000ji-
Yeong-jae Song,1971-03-09,https://www.baseball-reference.com/register/player.fcgi?id=song--000yeo
Mario Encarnación,1975-09-24,https://www.baseball-reference.com/register/player.fcgi?id=encarn001mar
I-gap Hwang,1981-05-22,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000i-g
Jang-hyeon Kim,1978-10-16,https://www.baseball-reference.com/register/player.fcgi?id=kim---001jan
Jong-Seong Kim,1985-10-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---005jon
Man-Yun Kim,1984-07-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---000man
Sang-hun Lee,1971-03-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---008san
Jeong-tae Pak,1969-01-27,https://www.baseball-reference.com/register/player.fcgi?id=pak---005jeo
Je-hun Shim,1978-10-11,https://www.baseball-reference.com/register/player.fcgi?id=shim--000je-
Yong-soo Son,1979-06-16,https://www.baseball-reference.com/register/player.fcgi?id=son---001yon
Min-guk Song,1982-02-09,https://www.baseball-reference.com/register/player.fcgi?id=song--000min
