name_eng,date_of_birth,url
Fernando Nieve,1982-07-15,https://www.baseball-reference.com/register/player.fcgi?id=nieve-001fer
Jin-ho Choi,1984-08-26,https://www.baseball-reference.com/register/player.fcgi?id=choi--001jin
Julio De Paula,1982-12-31,https://www.baseball-reference.com/register/player.fcgi?id=depaul001jul
Karim García,1975-10-29,https://www.baseball-reference.com/register/player.fcgi?id=garcia001gus
Jun-ho Kim,1984-03-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---001jun
Kang Kim,1988-10-16,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kan
Yong-Ho Kim,1986-03-29,https://www.baseball-reference.com/register/player.fcgi?id=kim---015yon
Oneli Perez,1983-05-26,https://www.baseball-reference.com/register/player.fcgi?id=perez-001one
Travis Blackley,1982-11-04,https://www.baseball-reference.com/register/player.fcgi?id=blackl001tra
Jeong-min Cha,1982-11-23,https://www.baseball-reference.com/register/player.fcgi?id=cha---001jeo
Tae-hoon Kim,1987-09-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---005tae
Jong Beom Lee,1970-08-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---003jon
Sang Hwa Lee,1980-09-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---009san
Han-yong Lim,1987-07-15,https://www.baseball-reference.com/register/player.fcgi?id=yim---000han
Eun-jae Ryu,1983-12-13,https://www.baseball-reference.com/register/player.fcgi?id=yu----002jae
In-Yeong Choi,1989-07-29,https://www.baseball-reference.com/register/player.fcgi?id=choi--000in-
Sung-min Choi,1990-07-31,https://www.baseball-reference.com/register/player.fcgi?id=choi--000sun
Seong-hyeon Kim,1989-01-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---015seo
Hun Ho Kyeong,1977-07-25,https://www.baseball-reference.com/register/player.fcgi?id=kyeong000heo
Beom-jun Lee,1989-07-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---000beo
Sang-min Oh,1974-10-20,https://www.baseball-reference.com/register/player.fcgi?id=oh----000san
Hyun-jun Park,1986-09-22,https://www.baseball-reference.com/register/player.fcgi?id=park--000hyu
Chris Bootcheck,1978-10-24,https://www.baseball-reference.com/register/player.fcgi?id=bootch001chr
Bryan Corey,1973-10-21,https://www.baseball-reference.com/register/player.fcgi?id=corey-001bry
Jin-hwan Park,1981-03-10,https://www.baseball-reference.com/register/player.fcgi?id=park--000jin
Cory Aldridge,1979-06-13,https://www.baseball-reference.com/register/player.fcgi?id=aldrid001cor
Beom Su Jeong,1992-08-08,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001beo
Sung Tae Kim,1982-01-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---019seo
Seung-ju Lee,1984-04-13,https://www.baseball-reference.com/register/player.fcgi?id=lee---008seu
Soong Yong Lee,1971-03-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---003sun
Ryan Garko,1981-01-02,https://www.baseball-reference.com/register/player.fcgi?id=garko-001rya
Ken Kadokura,1973-07-29,https://www.baseball-reference.com/register/player.fcgi?id=kadoku001ken
Don-hun Kwak,1981-07-13,https://www.baseball-reference.com/register/player.fcgi?id=kwak--000don
Kyu-dae Lee,1986-10-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---000kyu
Doug Mathis,1983-06-07,https://www.baseball-reference.com/register/player.fcgi?id=mathis001dou
Young-min Cho,1981-03-11,https://www.baseball-reference.com/register/player.fcgi?id=cho---001you
Gary Glover,1976-12-03,https://www.baseball-reference.com/register/player.fcgi?id=glover001joh
Joon-ho Jeon,1975-04-10,https://www.baseball-reference.com/register/player.fcgi?id=jun---000joo
Jeong-nam Kim,1986-11-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---005jeo
Yong-seop Kim,1983-01-18,https://www.baseball-reference.com/register/player.fcgi?id=kim---001yon
Sang-hun Lee,1985-05-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---007san
Seung Ho Lee,1981-09-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---003seu
Jim Magrane,1978-07-23,https://www.baseball-reference.com/register/player.fcgi?id=magran001jam
Seong-Min Oh,1985-11-06,https://www.baseball-reference.com/register/player.fcgi?id=oh----001seo
Jin-won Park,1987-03-17,https://www.baseball-reference.com/register/player.fcgi?id=park--002jin
Jung Hwan Park,1977-10-23,https://www.baseball-reference.com/register/player.fcgi?id=park--002jeo
Seong-min Chi,1978-09-12,https://www.baseball-reference.com/register/player.fcgi?id=ji----000seo
Kyu-soo Cho,1981-09-15,https://www.baseball-reference.com/register/player.fcgi?id=cho---000kyu
Kelvin Jiménez,1980-10-27,https://www.baseball-reference.com/register/player.fcgi?id=jimene001kel
Du-hwan Lee,1988-03-16,https://www.baseball-reference.com/register/player.fcgi?id=lee---000du-
Les Walrond,1976-11-07,https://www.baseball-reference.com/register/player.fcgi?id=walron001les
Francisley Bueno,1981-03-05,https://www.baseball-reference.com/register/player.fcgi?id=bueno-001fra
José Capellán,1981-01-13,https://www.baseball-reference.com/register/player.fcgi?id=capell001jos
Hyi-sang Chung,1982-08-13,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hyi
Geun-pyo Jeon,1977-03-05,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000geu
Dong-yeong Kim,1985-04-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---009don
Jae-hyeon Kim,1979-09-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---011jae
Jae-woo Kim,1991-10-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---012jae
Kang-seok Kim,1985-09-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---001kan
Dae-Sung Koo,1969-08-02,https://www.baseball-reference.com/register/player.fcgi?id=koo---001dae
Do Hyung Lee,1975-05-24,https://www.baseball-reference.com/register/player.fcgi?id=lee---000do-
Dong-hyeon Lee,1979-11-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---007don
Sung-ho Lee,1985-03-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---000sun
Young Woo Lee,1973-11-27,https://www.baseball-reference.com/register/player.fcgi?id=lee---005yeo
Hae-su Shin,1987-11-30,https://www.baseball-reference.com/register/player.fcgi?id=sin---000hae
Ji Hwan Son,1978-11-13,https://www.baseball-reference.com/register/player.fcgi?id=son---000ji-
Gyeong-yeong Yoon,1980-08-12,https://www.baseball-reference.com/register/player.fcgi?id=yun---000gye
Jong Bum Chae,1977-12-03,https://www.baseball-reference.com/register/player.fcgi?id=chae--000jon
Tae-sung Chang,1986-12-15,https://www.baseball-reference.com/register/player.fcgi?id=chang-001tae
Román Colón,1979-08-13,https://www.baseball-reference.com/register/player.fcgi?id=colon-001rom
Seo Owan Hong,1978-01-16,https://www.baseball-reference.com/register/player.fcgi?id=hong--000se-
Woo-yeop Jeon,1989-06-20,https://www.baseball-reference.com/register/player.fcgi?id=jun---001tae
Hyeong-cheol Kim,1980-05-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---005hye
Young Soo Lee,1981-05-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---002yeo
Matt Wright,1982-03-13,https://www.baseball-reference.com/register/player.fcgi?id=wright001mat
Hyo-seop Yoon,1990-10-24,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000hyo
Phil Dumatrait,1981-07-12,https://www.baseball-reference.com/register/player.fcgi?id=dumatr001phi
Édgar González,1983-02-23,https://www.baseball-reference.com/register/player.fcgi?id=gonzal001edg
Chul Min Kang,1979-07-22,https://www.baseball-reference.com/register/player.fcgi?id=kang--000che
Gyeong-su Min,1981-05-19,https://www.baseball-reference.com/register/player.fcgi?id=min---001gye
Shinya Okamoto,1974-10-21,https://www.baseball-reference.com/register/player.fcgi?id=okamot001shi
Seong-jong Seo,1983-06-17,https://www.baseball-reference.com/register/player.fcgi?id=seo---001seo
Seung-hwa Seo,1979-07-13,https://www.baseball-reference.com/register/player.fcgi?id=seo---000seu
Seung Hyun Na,1987-04-06,https://www.baseball-reference.com/register/player.fcgi?id=na----000seu
Adrian Burnside,1977-03-15,https://www.baseball-reference.com/register/player.fcgi?id=burnsi001adr
Jong-duk Chang,1987-10-29,https://www.baseball-reference.com/register/player.fcgi?id=jang--000jon
Doug Clark,1976-03-05,https://www.baseball-reference.com/register/player.fcgi?id=clark-003dou
Byeong-woo Kang,1986-12-26,https://www.baseball-reference.com/register/player.fcgi?id=kang--003bye
Do Young Kwon,1981-02-11,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000do-
Dong Hack Lee,1981-05-06,https://www.baseball-reference.com/register/player.fcgi?id=lee---004don
Jung Ho Lee,1982-04-27,https://www.baseball-reference.com/register/player.fcgi?id=lee---001jeo
C.J. Nitkowski,1973-03-09,https://www.baseball-reference.com/register/player.fcgi?id=nitkow001chr
Francisco Cruceta,1981-07-04,https://www.baseball-reference.com/register/player.fcgi?id=crucet001fra
Seung Min Hur,1986-02-28,https://www.baseball-reference.com/register/player.fcgi?id=ho----000seo
Ja-woon Koo,1980-06-19,https://www.baseball-reference.com/register/player.fcgi?id=ku----000ja-
Tim Redding,1978-02-12,https://www.baseball-reference.com/register/player.fcgi?id=reddin001tim
Jun-hyeok Yang,1969-05-26,https://www.baseball-reference.com/register/player.fcgi?id=yang--000jun
Kyung-hyun Ahn,1970-02-13,https://www.baseball-reference.com/register/player.fcgi?id=an----001kyu
Chi-ho Ha,1984-12-16,https://www.baseball-reference.com/register/player.fcgi?id=ha----000chi
Deuk Yum Ka,1969-10-01,https://www.baseball-reference.com/register/player.fcgi?id=ka----000deu
Jae Hyun Kim,1975-10-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---010jae
Won Hyong Kim,1972-07-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---001won
Seong-heon Lim,1985-06-22,https://www.baseball-reference.com/register/player.fcgi?id=lim---000seo
Sang-hyun Park,1989-11-22,https://www.baseball-reference.com/register/player.fcgi?id=park--002san
Juan Cedeño,1983-08-19,https://www.baseball-reference.com/register/player.fcgi?id=cedeno002jua
Jin Soo Kim,1979-04-19,https://www.baseball-reference.com/register/player.fcgi?id=kim---003jin
Myeong-je Kim,1987-01-05,https://www.baseball-reference.com/register/player.fcgi?id=min---000mye
Matt Watson,1978-09-05,https://www.baseball-reference.com/register/player.fcgi?id=watson002mat
Sang Duk Choi,1971-03-31,https://www.baseball-reference.com/register/player.fcgi?id=choi--000san
Yeon-oh Choi,1984-03-14,https://www.baseball-reference.com/register/player.fcgi?id=choi--000yeo
Víctor Díaz,1981-12-10,https://www.baseball-reference.com/register/player.fcgi?id=diaz--003vic
Min Chul Jeong,1972-03-28,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000min
Eric Junge,1977-01-05,https://www.baseball-reference.com/register/player.fcgi?id=junge-001eri
Baek-man Kim,1982-10-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---000bae
Hui-gwon Kim,1986-04-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---001hui
Ju Kim,1989-03-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---000ju-
Min Jae Kim,1973-01-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---007min
Heishu Ohara,1984-04-16,https://www.baseball-reference.com/register/player.fcgi?id=ohara-001hei
Jin Woo Song,1966-02-16,https://www.baseball-reference.com/register/player.fcgi?id=song--000jin
Brad Thomas,1977-10-22,https://www.baseball-reference.com/register/player.fcgi?id=thomas001bra
Seung-hak Yang,1984-01-20,https://www.baseball-reference.com/register/player.fcgi?id=yang--000seu
Jae Kuk Yoon,1975-05-05,https://www.baseball-reference.com/register/player.fcgi?id=yun---000jae
Ray Choi,1972-05-12,https://www.baseball-reference.com/register/player.fcgi?id=choi--001kyu
Sung-cheol Chung,1990-04-21,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000sun
Rick Guttormson,1977-01-11,https://www.baseball-reference.com/register/player.fcgi?id=guttor001ric
Jong Kook Kim,1973-09-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---000jon
Yeong-soo Kim,1975-01-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---006yeo
Beom-seok Lee,1985-12-29,https://www.baseball-reference.com/register/player.fcgi?id=lee---001beo
Jae-ju Lee,1973-12-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---003jae
Geong-gyu Park,1983-04-17,https://www.baseball-reference.com/register/player.fcgi?id=park--001geo
Jung Hoon Son,1986-01-14,https://www.baseball-reference.com/register/player.fcgi?id=son---000jeo
Yong-mok Yu,1986-06-10,https://www.baseball-reference.com/register/player.fcgi?id=yu----000yon
Rick Bauer,1977-01-10,https://www.baseball-reference.com/register/player.fcgi?id=bauer-002ric
Won Ho Choi,1973-03-13,https://www.baseball-reference.com/register/player.fcgi?id=choi--000won
Jeremy Johnson,1982-07-19,https://www.baseball-reference.com/register/player.fcgi?id=johnso004jer
Jung Min Kim,1970-03-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---004jeo
Kyung Tae Kim,1975-11-06,https://www.baseball-reference.com/register/player.fcgi?id=kim---006gye
Min-gi Kim,1977-05-19,https://www.baseball-reference.com/register/player.fcgi?id=kim---005min
Soo-hyeong Kim,1985-03-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---001soo
Yong Sup Kwak,1983-02-03,https://www.baseball-reference.com/register/player.fcgi?id=kwak--000yon
Jong-yeol Lee,1973-01-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---007jon
Kyeong-hwan Lee,1983-05-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---000kye
Tae Geun Oh,1978-04-05,https://www.baseball-reference.com/register/player.fcgi?id=oh----000tae
Do Hyun Park,1983-04-12,https://www.baseball-reference.com/register/player.fcgi?id=park--001you
Ji-chol Park,1975-04-13,https://www.baseball-reference.com/register/player.fcgi?id=park--000ji-
Jong Ho Park,1973-07-27,https://www.baseball-reference.com/register/player.fcgi?id=park--000jon
Roberto Petagine,1971-06-07,https://www.baseball-reference.com/register/player.fcgi?id=petagi001rob
Jon Adkins,1977-08-30,https://www.baseball-reference.com/register/player.fcgi?id=adkins001jon
Ki Moon Choi,1973-06-10,https://www.baseball-reference.com/register/player.fcgi?id=choi--000ki-
Man Ho Choi,1974-03-04,https://www.baseball-reference.com/register/player.fcgi?id=choi--000man
Soo-geun Chung,1977-01-20,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002soo
Yi-seul Kim,1984-06-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---000yi-
Yu-sin Kim,1986-05-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---002yu-
Dong Hun Lee,1981-12-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---005don
Jung-dong Lee,1985-07-17,https://www.baseball-reference.com/register/player.fcgi?id=lee---005jun
Su-ho Oh,1990-04-20,https://www.baseball-reference.com/register/player.fcgi?id=oh----000su-
Jeong-ho Seo,1981-12-24,https://www.baseball-reference.com/register/player.fcgi?id=seo---001jeo
Jin Ho Cho,1975-08-16,https://www.baseball-reference.com/register/player.fcgi?id=cho---001jin
Hong-jun Chung,1983-05-25,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hon
Runelvys Hernández,1978-04-27,https://www.baseball-reference.com/register/player.fcgi?id=hernan001run
Chang Hee Kim,1973-07-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---000cha
Jae Gul Kim,1972-09-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---004jae
Joo-hyeon Kim,1986-01-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---003don
Oh Won Kwon,1979-08-16,https://www.baseball-reference.com/register/player.fcgi?id=kwon--001oh-
Ji-hun Yang,1985-04-15,https://www.baseball-reference.com/register/player.fcgi?id=yang--000ji-
Hun Chi,1986-02-22,https://www.baseball-reference.com/register/player.fcgi?id=jee---000hun
Woong Chun Cho,1971-03-17,https://www.baseball-reference.com/register/player.fcgi?id=cho---000woo
Kyoung Bae Chung,1974-02-20,https://www.baseball-reference.com/register/player.fcgi?id=chung-000kyo
Il-sang Ho,1979-12-21,https://www.baseball-reference.com/register/player.fcgi?id=ho----000il-
Mike Johnson,1975-10-03,https://www.baseball-reference.com/register/player.fcgi?id=johnso008mic
Yong-woo Kim,1979-09-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---003yon
Cliff Brumbaugh,1974-04-21,https://www.baseball-reference.com/register/player.fcgi?id=brumba001cli
Yong-hun Cho,1987-10-29,https://www.baseball-reference.com/register/player.fcgi?id=cho---000yon
Yong-Joon Cho,1979-03-17,https://www.baseball-reference.com/register/player.fcgi?id=cho---001yon
Doo Sung Hwang,1976-11-16,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000doo
Jun Ho Jeon,1969-02-15,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000jun
Dong Soo Kim,1968-10-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---008don
Hwan-soo No,1984-06-30,https://www.baseball-reference.com/register/player.fcgi?id=no----000hwa
Cheol-in Shin,1977-05-22,https://www.baseball-reference.com/register/player.fcgi?id=shin--000che
Seong-hyun Son,1982-07-08,https://www.baseball-reference.com/register/player.fcgi?id=son---000seo
Sang Ryul Chun,1972-06-12,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000san
Deok-Yun Kim,1982-04-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---000deo
Seung Hak Lee,1979-06-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---001seu
Yun-Hak Lee,1982-02-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---000yun
Justin Lehr,1977-08-03,https://www.baseball-reference.com/register/player.fcgi?id=lehr--001cha
Matt Randel,1977-02-15,https://www.baseball-reference.com/register/player.fcgi?id=randel001mat
Gary Rath,1973-01-10,https://www.baseball-reference.com/register/player.fcgi?id=rath--001alf
Won Woo Cho,1971-04-08,https://www.baseball-reference.com/register/player.fcgi?id=cho---000won
Gyeong-seon Kim,1983-08-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---005gye
Soo-Yeon Kim,1977-05-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---003soo
Jun-Heon Kwon,1971-12-01,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000jun
Yong-min Moon,1980-12-06,https://www.baseball-reference.com/register/player.fcgi?id=mun---000yon
Jae-Man Ahn,1974-10-02,https://www.baseball-reference.com/register/player.fcgi?id=an----000jae
Mun-seok Chang,1974-12-15,https://www.baseball-reference.com/register/player.fcgi?id=chang-000mun
Min Tae Chung,1970-03-01,https://www.baseball-reference.com/register/player.fcgi?id=chon--001min
Kane Davis,1975-06-25,https://www.baseball-reference.com/register/player.fcgi?id=davis-001kan
Félix Díaz,1980-07-27,https://www.baseball-reference.com/register/player.fcgi?id=diaz--002fel
José Lima,1972-09-30,https://www.baseball-reference.com/register/player.fcgi?id=lima--001jos
Jin-yeong Park,1985-03-27,https://www.baseball-reference.com/register/player.fcgi?id=park--003jin
Jae Hak Shim,1972-10-18,https://www.baseball-reference.com/register/player.fcgi?id=shim--000jae
Wilson Valdez,1978-05-20,https://www.baseball-reference.com/register/player.fcgi?id=valdez001wil
Jamie Brown,1977-03-31,https://www.baseball-reference.com/register/player.fcgi?id=brown-019jam
Jong Kook Chae,1975-10-24,https://www.baseball-reference.com/register/player.fcgi?id=chae--001jon
Yoo-keon Choi,1988-08-02,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jon
Seok Jin Park,1972-07-19,https://www.baseball-reference.com/register/player.fcgi?id=park--000seo
Hyeon-woo Song,1981-09-16,https://www.baseball-reference.com/register/player.fcgi?id=song--001hye
David Cortés,1973-10-15,https://www.baseball-reference.com/register/player.fcgi?id=cortes001dav
Hui-gon Kim,1984-07-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hui
Hae-Yeong Ma,1970-08-14,https://www.baseball-reference.com/register/player.fcgi?id=ma----000hae
Marty McLeary,1974-10-26,https://www.baseball-reference.com/register/player.fcgi?id=mclear001mar
Hyun Seung Park,1972-09-12,https://www.baseball-reference.com/register/player.fcgi?id=park--001hyu
Jong Seok Yeom,1973-03-20,https://www.baseball-reference.com/register/player.fcgi?id=yom---000jon
Jacob Cruz,1973-01-28,https://www.baseball-reference.com/register/player.fcgi?id=cruz--001jac
John Ennis,1979-10-17,https://www.baseball-reference.com/register/player.fcgi?id=ennis-001joh
Byung Ho Jun,1973-03-23,https://www.baseball-reference.com/register/player.fcgi?id=jun---001bye
Mun-soo Kim,1979-09-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---001mun
Woo Seok Kim,1975-09-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---000u-s
Sang-Mok Lee,1971-04-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---003san
Wes Obermueller,1976-12-22,https://www.baseball-reference.com/register/player.fcgi?id=obermu001wes
Jun-Yeong Paek,1982-05-18,https://www.baseball-reference.com/register/player.fcgi?id=paek--000jun
Tom Shearn,1977-08-28,https://www.baseball-reference.com/register/player.fcgi?id=shearn001tho
Jeong-Soo Shim,1975-05-05,https://www.baseball-reference.com/register/player.fcgi?id=shim--000jeo
Darwin Cubillán,1972-11-15,https://www.baseball-reference.com/register/player.fcgi?id=cubill001dar
Jae-Gu Kim,1978-05-31,https://www.baseball-reference.com/register/player.fcgi?id=kim---005jae
Yeon-Soo Park,1974-01-14,https://www.baseball-reference.com/register/player.fcgi?id=park--000you
Ken Ray,1974-11-27,https://www.baseball-reference.com/register/player.fcgi?id=ray---001ken
Kenny Rayborn,1974-11-22,https://www.baseball-reference.com/register/player.fcgi?id=raybor001geo
Esteban Yan,1975-06-22,https://www.baseball-reference.com/register/player.fcgi?id=yan---001est
Tae-jong Chang,1983-03-08,https://www.baseball-reference.com/register/player.fcgi?id=chang-000tae
Sun-Gwon Cho,1983-10-28,https://www.baseball-reference.com/register/player.fcgi?id=cho---000sun
Hyeon-jong Choi,1985-07-08,https://www.baseball-reference.com/register/player.fcgi?id=choi--002hye
Jong-Soo Chung,1980-06-08,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000jon
Seong-jae Lee,1985-11-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---001seo
Jason Scobie,1979-09-01,https://www.baseball-reference.com/register/player.fcgi?id=scobie001jas
Shingo Takatsu,1968-11-25,https://www.baseball-reference.com/register/player.fcgi?id=takats001shi
Sang Jun An,1973-02-13,https://www.baseball-reference.com/register/player.fcgi?id=an----000san
Jae-Hun Chung,1981-05-06,https://www.baseball-reference.com/register/player.fcgi?id=chung-000jae
Seong-hun Chung,1977-12-09,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001seo
Won Jin Jang,1969-06-15,https://www.baseball-reference.com/register/player.fcgi?id=chang-001won
Ha-ram Kim,1986-09-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---000ha-
Hye-Gyeom Kim,1985-01-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hye
Gyeong-pil Lee,1974-05-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---005gye
Won-hyi Lee,1985-07-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---002won
Danny Rios,1972-11-11,https://www.baseball-reference.com/register/player.fcgi?id=rios--001dan
Jae Ho Back,1974-06-30,https://www.baseball-reference.com/register/player.fcgi?id=baek--000jae
Cedrick Bowers,1978-02-10,https://www.baseball-reference.com/register/player.fcgi?id=bowers001ced
Seong-Min Cho,1973-04-05,https://www.baseball-reference.com/register/player.fcgi?id=cho---001sun
Hae Nim Kim,1975-02-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hae
In-Cheol Kim,1971-07-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---000in-
Dong Hwan Mun,1972-05-08,https://www.baseball-reference.com/register/player.fcgi?id=mun---000don
Jeong Seo,1984-04-16,https://www.baseball-reference.com/register/player.fcgi?id=seo---000jeo
Min-uk Seo,1982-01-09,https://www.baseball-reference.com/register/player.fcgi?id=seo---000min
Mickey Callaway,1975-05-13,https://www.baseball-reference.com/register/player.fcgi?id=callaw001mic
Won Ki Hong,1973-06-05,https://www.baseball-reference.com/register/player.fcgi?id=hong--000won
Min-Beom Kim,1973-06-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---003min
Byung Oh Noh,1983-09-07,https://www.baseball-reference.com/register/player.fcgi?id=no----000bye
Min-ju Park,1987-07-23,https://www.baseball-reference.com/register/player.fcgi?id=park--001min
Han Kyu Seo,1973-03-28,https://www.baseball-reference.com/register/player.fcgi?id=seo---000han
Deok-hyeong Yu,1984-05-26,https://www.baseball-reference.com/register/player.fcgi?id=yu----000deo
Kyeong Hwan Cho,1972-08-27,https://www.baseball-reference.com/register/player.fcgi?id=cho---001kyu
Won Chung,1982-06-01,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000won
Seth Etherton,1976-10-17,https://www.baseball-reference.com/register/player.fcgi?id=ethert001set
Kyu Sik Han,1976-09-14,https://www.baseball-reference.com/register/player.fcgi?id=han---000gyu
Gyeong-Jin Kim,1976-12-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---003gye
Jeong-Soo Kim,1986-03-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---006jeo
Yoon-Min Kweon,1979-01-22,https://www.baseball-reference.com/register/player.fcgi?id=kweon-001yoo
Gang-Seo Lee,1984-01-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---000gan
Félix Rodríguez,1972-09-09,https://www.baseball-reference.com/register/player.fcgi?id=rodrig002fel
Larry Sutton,1970-05-14,https://www.baseball-reference.com/register/player.fcgi?id=sutton002lar
Hyeong-Jin Yoon,1977-09-13,https://www.baseball-reference.com/register/player.fcgi?id=yun---002hye
Jun-Gwan Chang,1981-04-14,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jun
Kil-sung Choi,1978-02-06,https://www.baseball-reference.com/register/player.fcgi?id=choi--000kil
Tim Harikkala,1971-07-15,https://www.baseball-reference.com/register/player.fcgi?id=harikk001tim
Pedro Valdés,1973-06-29,https://www.baseball-reference.com/register/player.fcgi?id=valdes001ped
Hyeon-seok Yang,1977-10-20,https://www.baseball-reference.com/register/player.fcgi?id=yang--001hye
José Cabrera,1972-03-24,https://www.baseball-reference.com/register/player.fcgi?id=cabrer001jos
Yu-Taek Hong,1983-07-16,https://www.baseball-reference.com/register/player.fcgi?id=hong--000yu-
Hyung Kwang Joo,1976-03-01,https://www.baseball-reference.com/register/player.fcgi?id=ju----000hye
Félix José,1965-05-02,https://www.baseball-reference.com/register/player.fcgi?id=jose--001dom
Jeong-Hwan Kim,1984-01-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---002jeo
Seung Kwan Kim,1976-03-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---000seu
Chang-seok Lee,1984-12-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---006cha
Wang-Gi Lee,1986-05-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---000wan
Robert Pérez,1969-06-04,https://www.baseball-reference.com/register/player.fcgi?id=perez-001rob
Eddie Rios,1972-10-13,https://www.baseball-reference.com/register/player.fcgi?id=rios--001edu
Dai Ick Kim,1973-06-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---000dai
Han Soo Kim,1971-10-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---000han
Jong Hoon Kim,1972-01-29,https://www.baseball-reference.com/register/player.fcgi?id=kim---002jon
Tae-Ho Lee,1983-09-24,https://www.baseball-reference.com/register/player.fcgi?id=lee---000tae
Dong-gyu Lim,1979-06-03,https://www.baseball-reference.com/register/player.fcgi?id=im----000don
Jon Mae,1976-07-26,https://www.baseball-reference.com/register/player.fcgi?id=mae---000jon
Kris Wilson,1976-08-06,https://www.baseball-reference.com/register/player.fcgi?id=wilson001kri
